name	country_name
Bulawayo	Zimbabwe
Harare	Zimbabwe
Manicaland	Zimbabwe
Mashonaland Central	Zimbabwe
Mashonaland East Province	Zimbabwe
Mashonaland West	Zimbabwe
Masvingo Province	Zimbabwe
Matabeleland North	Zimbabwe
Matabeleland South Province	Zimbabwe
Midlands Province	Zimbabwe
Buugaaf	United Arab Emirates
Ilp	Algeria
Fragham	China
